course_id,title,platform,subscribers
809492,Drumming 101: The Essential Elements,u,4
785210,Flute Lessons For Beginners,u,3
339382,Guitar for Christmas!,u,7
963664,Learn Piano Online-Nocturnal Piano Solo,u,2
632234,Guitar Chords and Basic Strumming,u,3
594854,Getting Started on the Acoustic Guitar,u,3
974704,Learn Piano Online-In the Garden Piano Solo,u,1
545036,Saxophone Essentials: Beginners Course,u,3
388712,Learn To Play The Guitar In A Day,u,3
383852,88 Logic - The Essential Guide To Learning Piano,u,3
459946,Tuba Solos: Learn how to Perform Three Fun and Unique Pieces,u,164
994050,Instant Harmonica - play Dylan's Like a Rolling Stone now!,u,28
899702,Advanced Oboe Studies - Become a Master Oboist!​,u,47
1111562,Instant Harmonica - play 'I just called to say I love you',u,15
320238,Jazz piano improvisation: The girl form Ipanema. Bossa nova,u,151
818786,Drum Lessons For Beginners,u,14
741388,Piano With Willie: Jazz Kids - Vol 3,u,16
629704,Quick Piano Lessons - Tutorials for Drake's Greatest Hits,u,19
839032,"Bluegrass Guitar Essentials: Webisodes 13, 14, & 15",u,14
23683,Guitar - Rock - Beginner with Marc Seal,u,40
912254,"Oboe Solos: Learn to Perform Three Fun, Unique Pieces!",u,41
839030,Bluegrass Guitar Essentials: Webisodes 11 & 12,u,9
619610,Advanced Horn Studies - Learn to Master the French Horn!​,u,46
106358,Learn To Play Guitar Complete Beginners Quick Start,u,75
742300,Piano With Willie: Jazz Kids - Vol 4,u,19
636846,Instant Harmonica - play the old Popeye Spinach song now !,u,22
741316,Piano With Willie: Jazz Kids - Vol 2,u,17
681390,Practice guitar with no previous experience and become a pro,u,26
1195742,The Music Coach Online Spirit Drum Course,u,2
794398,Make Electronic Music with the iPad,u,13
1232728,Learn Loreena McKennitt Songs-Quicklessons Piano Course,u,1
721202,Guitar 201: Breakthroughs,u,14
1058262,Major Scales and Modes for Chromatic Harmonica,u,6
132878,Play Guitar with Rhythm - 5 Easy Lessons,u,31
944804,Coaching Bundle: Guitar for Music Educators: Part 1,u,1
939636,Coaching Bundle: Guitar for Music Educators: Part 2,u,1
730702,Ukulele 3:  Intermediate,u,1
993892,"Beginners Guitar Course - 'Try it and love it method""",u,0
1026760,Coaching Course: Rhythm Instruction for Music Educators P1,u,0
1223240,Learn Pirates of the Caribbean by Ear on the Piano,u,0
1026762,Coaching Course: Rhythm Instruction for Music Educators P2,u,0
1234656,4 Week Rhythm Mastery,u,0
1214670,Tune that Sour Note on Your Piano,u,0
1272282,Learn Vikings Soundtracks on the Piano by Ear,u,0
1224186,Learn to Play Piano Like a Pro - Easy Piano Course 1,u,0
1265814,ABRSM Grade III Piano Class - Handel Sonatina in G 2017-2018,u,0
1104500,Instant Harmonica - play 12 bar blues Big Walter style now!,u,31
99946,Fingerpicking Blues Guitar Lessons - Bottleneck Guitar,u,237
632488,Spice up your playing with some easy Flamenco techniques! ,u,120
41890,Beginners Guide to Playing Guitar - Step-by-step System,u,384
385684,Guitar Kick Start,u,3160
559438,Instant Harmonica – play Beethoven’s Ode to Joy right now!,u,455
760698,Funk Rhythm Guitar Techniques,u,82
427066,Flamenco Guitar,u,136
444644,Learn to play the Bouzouki - Greek Bouzouki Lessons,u,63
743846,Guitar Looper Basic Training,u,64
741172,Piano With Willie: Jazz Kids - Vol 1,u,28
618396,Instant Harmonica - play the Drunken Sailor sea shanty now! ,u,27
1216340,Learn to Play Sweet Child of Mine,u,0
787686,Bluegrass Guitar Essentials: Webisodes 1 & 2,u,970
566856,Learn Monster GODJ,u,991
592122,What you can learn before Piano Lessons,u,61
968026,Learn to Play Tabla - The Indian drums,u,1
778682,Gitarre spielen wie die Profis,u,1981
988678,Curso de piano 101 - Tocando partituras y acordes -,u,245
1193950,Sintetizadores e Síntese Subtrativa,u,38
592606,Spielend Klavier lernen mit Freude und Erfolg,u,255
1232356,Curso de ejercicios técnicos al piano Vol.2,u,62
966522,Curso de ejercicios técnicos al piano Vol.1,u,186
1223310,Aprende escalas y arpegios Vol.2 : Modo menor,u,62
933814,Instant Harmonica - play Blowing in the Wind + Popeye theme!,u,13
618334,Instant Harmonica - play jazzy Autumn Leaves now (part one),u,25
812610,Trumpet Lessons For Beginners,u,17
23861,Guitar - Rock - Beginner/Intermediate with Marc Seal,u,36
1191088,Learn to play in the Key of G on any Bluegrass Instrument,u,349
22825,Beginner Guitar Method,u,85
568322,How to Play Dan Fogelberg Songs on Guitar,u,24
1146288,Jews Harp - Advanced course,u,26
618370,Instant Harmonica - play jazzy Autumn Leaves now (part two),u,19
200722,Jazz Guitar Reharmonization for Autumn Leaves,u,30
809968,Tenor Saxophone Lessons For Beginners,u,45
664764,Mike G's Beginner Drum Course: Part 2,u,305
854690,Instant Harmonica - play Summertime + Drunken Sailor now!,u,26
201894,Add Slide To Your Guitar Playing,u,75
743970,Piano With Willie: Piano Chords Vol. 2,u,32
210020,Drum Lessons For Beginners,u,70
263672,Classical Guitar Finger-Picking: Right Hand Arpeggios,u,200
411986,"Rapidly Learn & Master Acoustic Guitar, Classic Fingerstyle",u,478
139778,Play tunes on harmonica and learn how to bend some notes,u,73
933816,Instant Harmonica - play Yesterday + Scarborough Fair today!,u,33
676432,Violin lessons for beginners,u,59
42255,Old-Time Banjo for the Absolute Beginner,u,192
112602,"Learn Guitar The Easy Way, It's Faster",u,57
607360,Learn Oud 2,u,81
521440,The Essentials of Acoustic Guitar Strumming Patterns,u,2995
198692,Acoustic Guitar After The Basics,u,181
825186,Bossa Nova - Guitar for Beginners,u,589
743932,Piano With Willie: Piano Chords Vol. 1,u,48
586490,Instant Harmonica - play Summertime in 8 fun & easy lessons,u,81
459804,Learn to Play the Tuba: Beginner to Pro in Under Five Hours!,u,225
199500,Play Autumn Leaves' falling notes on piano with no reading!,u,438
644654,Learn Basics of South Indian Carnatic Flute - Level 2,u,152
146450,A Year's Worth of Piano Lessons in One Weekend,u,244
441996,Bones of the Blues - learn 4 cool tunes to expert level now!,u,248
1065198,GUITAR #1: Beginner Basics and Beyond,u,111
1103526,Pure Modal Magic: The Complete Guitar Modes Solution,u,52
211714,Aprende diferentes ritmos con la guitarra rítmica,u,10
213984,Aprender a tocar la batería sin salir de casa,u,10
217540,Aprende a tocar el bajo eléctrico ,u,9
212438,Aprende todos los secretos de la salsa para piano,u,7
212520,Aprende a tocar ritmos latinos en el teclado,u,7
1150468,Ukulele lernen für Papas mit Aram sam sam,u,1
218596,Aprende a tocar la trompeta,u,6
513528,Curso de guitarra para principiantes.,u,4
211026,Aprende a tocar Jazz y Ritmos Latinos en la guitarra,u,6
847808,こどもギターレッスン　リトルギタリストⅢ（完結編）,u,3
218856,Aprende a tocar la flauta dulce de forma sencilla y gradual,u,5
214218,"Aprende a tocar jazz, salsa y blues en el piano",u,5
19603,Learning Dynamic Website Design - PHP MySQL and JavaScript,u,47886
889438,ChatBots: Messenger ChatBot with API.AI and Node.JS,u,2577
197836,Projects in HTML5,u,8777
505208,Programming Foundations: HTML5 + CSS3 for Entrepreneurs 2015,u,23764
1086834,How To Make A Wordpress Website 2017 | Divi Theme Tutorial,u,3541
1094964,Build Your Own Backend REST API using Django REST Framework,u,2669
965870,Angular and Firebase - Build a Web App with Typescript,u,1966
965528,Web Development Masterclass - Complete Certificate Course,u,4090
1078208,Spring Boot Tutorial For Beginners,u,2578
642410,The Complete Bootstrap Masterclass Course - Build 4 Projects,u,24978
785388,Scaling Docker on AWS,u,3133
1146014,Learn JavaScript for beginners,u,15276
8325,HTML Tutorial: HTML & CSS for Beginners,u,12458
987064,Learn by Doing: Vue JS 2.0 the Right Way,u,1087
94428,Learn Complete Web Development From Scratch,u,14074
159070,Introduction to Web Development: HTML,u,26800
920306,Web Site for Beginners - Learn Web Building like knitting,u,9425
1089744,How To Make A Wordpress Website 2017 - Divi Theme Tutorial,u,2780
16646,Web Programming with Python,u,35267
678142,PHP Login and Registration System - Email Confirm Activation,u,2607
948440,PSD to Responsive HTML5: Beginner to Advanced,u,1502
924704,Ultimate Web Developer Course Build 10 Websites from Scratch,u,9359
1027342,Rapid Website Design with Bootstrap,u,14842
1009452,Build Enterprise Applications with Angular 2 (and Angular 4),u,6082
1247828,Angular 4 (2+) Crash Course for Beginners,u,12366
886300,Accelerated JavaScript Training,u,4720
1009254,"Beginner API development in Node, Express, ES6, & MongoDB",u,7057
1078522,React JS and Redux - Mastering Web Apps,u,16829
1002030,Web Development w/ Google’s Go (golang) Programming Language,u,4872
818990,Git a Web Developer Job: Mastering the Modern Workflow,u,5809
520116,The Complete WordPress Website Business Course,u,13439
1252318,The Complete HTML and CSS Course For Beginners,u,733
427530,Learn  Bootstrap Development By Building 10 Projects,u,14813
670034,Advanced Javascript,u,6601
1052118,Dissecting Ruby on Rails 5 - Become a Professional Developer,u,2804
575880,The Complete Wordpress Course - Build Your Own Website Today,u,9421
669270,JQuery Essentials core training for Dynamic Interactive web,u,9668
1103954,Node.js: The Essentials + API Frameworks Express KOA Sails,u,2760
1017568,The Complete PHP Bootcamp Course With Video Sharing Project,u,9831
1111844,Build a Single Page Application with jQuery & AJAX,u,486
736940,Practical CSS Website Development: Crash Course ,u,11170
647442,Successful website creation - everything you need to know,u,9384
1073793,Start Writing JavaScript Today - Beginner JavaScript Course,u,9067
176432,HTML5 Essentials for Beginners,u,10247
158934,Code a personal splash page in 1 hour,u,10610
73080,Step-by-step HTML and CSS for Absolute Beginners,u,6162
1256136,Angular 4 Development Decoded,u,1802
1124970,Javascript ES6! A Complete Reference Guide to Javascript ES6,u,4783
771198,Reactive JS:  Are you ready for the next big paradigm shift?,u,2097
391546,Learn Python and Django: Payment Processing,u,17714
629088,Code your first Website using HTML & CSS: Project Learning,u,9554
1006894,"React.js: Building Production Ready Apps, Start to Finish",u,1129
579338,Learn Object Oriented Programming PHP fundamentals bootcamp,u,22213
945320,Javascript Intermediate level 2 - Mastering Functions,u,2412
64605,1 Hour CSS,u,18324
897146,"Become a Full Stack Developer with Spring, AWS and Stripe",u,1696
989452,Complete JQuery And JQuery UI Course For Beginner,u,7169
917724,Learn JavaScript for Web Development,u,12893
970874,"Complete AJAX Using Bootstrap, PHP From Basic To Advanced.",u,4708
911474,Complete Wordpress Theme Development Course,u,1050
425910,How to Optimise Your WordPress Website's Speed & Security to Improve SEO & User Experience,u,7852
842058,Build A Web App With Spring Framework and Angular 2,u,1683
1250824,Projects in Laravel: Learn Laravel Building 10 Projects,u,119
937134,Javascript Intermediate level 3 - JSON,u,1735
796010,Develop Your First App in an Hour,u,3699
752658,PHP: Ultimate guide to PHP for everyone,u,10103
560990,JavaScript DOM Dynamic Web interactive content Boot Camp,u,7380
1260288,"Master JavaScript Programming, 3 Projects Included !!",u,3903
918870,HTML CSS Learn to create a website from scratch,u,4892
1027016,Complete Codeigniter: From Beginner to Advanced,u,2786
283014,HTML 5: How I made websites in HTML5,u,15064
787236,"Build Responsive Website Using HTML5, CSS3, JS And Bootstrap",u,22623
1134390,Complete React JS web developer with ES6 - Build 10 projects,u,952
883000,Complete WordPress Theme Developer Course With Bootstrap,u,3415
938560,The Complete Ethical Hacking Course 2.0: Python & Kali Linux,u,7827
991290,Dynamic JavaScript Master Class AJAX JSON Simple APIs,u,9773
1165096,Vue JS - Mastering Web Apps,u,13457
1045942,Angular NgRx Store Masterclass - Covers Angular 4,u,1399
860812,JavaScript the Basics - JavaScript for Beginners,u,4028
1070976,"Complete E-Commerce Course - Java,Spring,Hibernate and MySQL",u,1371
939962,"Learn SVG Animation - With HTML, CSS & Javascript",u,12953
874960,"Build a Responsive Website with HTML5, CSS3 and Bootstrap 4",u,5125
28295,Learn Web Designing & HTML5/CSS3 Essentials in 4-Hours,u,43285
24334,CSS Development (with CSS3!),u,25864
997814,Angular 2 & TypeScript Beginner Web Development,u,5211
641868,The Docker for DevOps course: From development to production,u,8234
1042110,"Beginner Full Stack Web Development: HTML, CSS, React & Node",u,2687
883002,Learn Angular 2 Development By Building 12 Apps,u,5143
1128050,"Server API Development in Swift, Kitura, & Bluemix",u,1827
1218130,React VR - Creating Virtual Reality Apps,u,5026
1123098,RxJs & Reactive Programming Angular Masterclass - Angular 4,u,1301
47963,"Coding for Entrepreneurs: Learn Python, Django, and More.",u,23412
671552,React and Flux Web Development for Beginners,u,8691
1002676,The Full Stack Web Development,u,3119
481002,Learn Nodejs by building 12 projects,u,10150
628222,How to Make an Online Portfolio Website from Scratch ,u,14026
1122224,How To Make A Web Page With No Code,u,2214
357726,Spring Framework 4 And Dependency Injection For Beginners,u,21147
162274,Joomla 3 - The Basics,u,19909
555122,jQuery in Action: Build 8 jQuery Projects,u,1385
708674,Master WordPress Plugins: Shortcodes Ultimate - The Basics,u,10780
1127048,ASP.NET C# - Enterprise Web Systems From Novice to Expert,u,604
651032,Wordpress - Create an Outstanding Website in 2 hours,u,1772
98066,Complete Website & CMS in PHP & MySQL From Scratch!,u,3357
910838,The Complete Web Development Tutorial Using React and Redux,u,796
125162,Create and Deploy a Web App in 3 Hours,u,4123
50587,HTML & CSS From Scratch in 30 Days,u,2697
1004788,Getting Started with Craft CMS,u,997
959200,JavaScript For Absolute Beginners - Level One,u,713
810550,Effective Personal Website Building and Hosting,u,4259
473160,Web Design for Web Developers: Build Beautiful Websites!,u,98867
904076,"Learn Rails: Quickly Code, Style and Launch 4 Web Apps",u,1849
842728,Getting Started with NodeJS for Beginners,u,1645
314462,Quickstart AngularJS,u,64128
783748,Byte-Sized-Chunks: Cascading Style Sheets (CSS) with HTML,u,2160
161986,Learn Building Your Own Website Without Coding,u,7660
823236,Practical Guide to Web Development,u,2025
936504,The Complete HTML5 and CSS3 Course,u,1548
380092,HTML & CSS for beginners: Build 3 projects from scratch,u,2472
884946,Code a 'Coming Soon' Landing Page in Bootstrap 4,u,13535
98140,Introduction to Bootstrap 3,u,5795
637974,Master ExpressJS to Build Web Apps with NodeJS&JavaScript,u,2643
219838,Learn XML Crash Course: Discover Essential XML Fundamentals ,u,3704
749560,HTML5 CSS3 JQUERY Single Page Website Project from Scratch,u,1678
751100,Scrape Websites using PhantomJS and CasperJS,u,960
446736,Amazon s3 Mastery - THE How-To' Guides For Amazon S3,u,1811
200854,HTML and CSS Crash Course for Beginners,u,4123
470288,EMMET Faster HTML & CSS workflow - Best Tool For Developers ,u,26697
178640,Introduction to Web Development,u,5921
412952,AngularJS For ASP.NET MVC Developers,u,3011
1033944,Serverless Workflow Management with AWS Step Functions,u,8768
1198654,How to set up a Web Server From Scratch to One Fully Managed,u,1673
1171966,The Complete PHP MySQL Professional Course with 5 Projects,u,16158
833398,Angular Masterclass,u,4057
140238,Become a Professional Web Developer | Version 3.0,u,6851
875194,Build Incredible Chatbots,u,2234
991630,Try Django 1.10 | Create a URL Shortening Service,u,9607
303514,Projects in CSS,u,4689
134144,Ruby on Rails: Training and Skills to Build Web Applications,u,9375
1115222,Learn and Understand React,u,4848
94430,Learn Javascript & JQuery From Scratch,u,84897
788514,Learn to use JSON,u,12838
629142,The Ultimate Web Developer How To Guide,u,24861
992114,"Build A Complete CRUD Application With PHP, MYSQL & JQUERY",u,9762
379722,jQuery Crash Course: Learn the Essentials of jQuery Fast,u,11262
1189288,Drupal Tutorial : Drupal 8 Beginner to Expert in 8 PROJECTS,u,1270
652438,The Complete PHP CodeIgniter Course: Beginner To Advanced,u,17895
1052304,JavaScript For Beginners : Learn JavaScript From Scratch,u,11285
1223012,"Mastering 'Native CSS Shapes To Build Modern Web Pages""",u,1040
882488,WordPress Development For Beginners,u,23572
1033686,WordPress local server setup and site migration online,u,3801
723522,PHP Fundamentals - Start Earning The Top Dollars You Deserve,u,12068
1181900,Interactive Dynamic JavaScript for beginners DOM,u,5559
945336,Javascript Intermediate level 1 - Mastering the DOM,u,1838
1079370,Sublime Text for Rapid Web Development,u,2104
23742,Servlets and JSPs Tutorial: Learn Web Applications With Java,u,15187
266252,Projects in PHP and MySQL,u,10606
473548,PHP OOP: Object Oriented Programming for beginners + Project,u,6497
920544,React Redux React-Router: From Beginner to Paid Professional,u,11536
993754,Django Core | A Reference Guide to Core Django Concepts,u,16282
1155262,"Angular 2 Complete E-Commerce App Course - Java,Spring,MySQL",u,949
997964,"Build An Online Bank With Java, Angular 2, Spring and More",u,1995
812588,The Complete jQuery Course: From Beginner To Advanced!,u,6636
531954,Projects in AngularJS - Learn by building 10 Projects,u,7146
1022582,The Ultimate Vue JS 2 Developers Course,u,1703
1049092,React JS - Build real world JS apps & deploy on cloud,u,12815
1277924,Angular 4 Front To Back,u,44
964732,"Modern Web Development with SASS, Gulp, NPM & Web Workflows",u,502
947120,"HTML5, CSS3 And JavaScript Fundamentals 2016",u,627
712960,"Angular 4 - Concepts, Code and Collective Wisdom",u,851
267560,Learn E-Commerce Website in PHP & MySQL From Scratch!,u,29990
763774,JavaScript Game Development: Create Your Own Breakout Game,u,10179
929016,HTML and HTML5 For Beginners 2016,u,563
281690,A Very Complete Introduction To Laravel,u,2320
399228,"Learn to code, Become a Web Developer and Master JavaScript!",u,2353
1023062,Serverless Architecture on Amazon Web Services,u,13210
933260,jQuery Essentials: Learn the Fundamental of jQuery,u,1004
494078,Expert Guide : Mastering Functions in JavaScript !,u,3015
1158572,Learn Angular 4 from Scratch,u,8693
629082,Discover HTML Essential guide to HTML how to create webpages,u,8711
1093734,HTML5 and CSS3 for beginners: Create a Website from Scratch,u,9945
99986,Introduction to Web Development,u,18143
566248,jQuery Fundamentals Powerful Bootcamp for beginners,u,13882
556248,The Complete HTML & CSS Course - From Novice To Professional,u,57422
582392,JavaScript Basics Web Development Building Blocks,u,10179
582636,Bootstrap unleash the power faster & easier web development,u,18101
661802,JavaScript Design Patterns: 20 Patterns for Expert Code,u,2789
1139400,Fix Google's New 'Not Secure' Warning with Let's Encrypt!,u,1437
729552,JavaScript for Beginners Welcome to learning JavaScript,u,10864
499632,Benefits of Thinking Mobile First Future of Website Design,u,14254
959586,Javascript from Beginner to Advanced Level,u,6134
16151,AJAX Development,u,7867
856490,Interaction Design Specialist For Web Developers,u,8594
861528,PHP Security,u,1892
912996,The Bubble Course - Create Complete Web Apps without Coding,u,3960
559512,The Complete HTML5 & CSS3 Course Build Professional Websites,u,10518
922600,CSS Web Development Crash Course,u,10008
976284,Mastering DevOps,u,1023
976598,Building Websites Create a fully functional Web contact form,u,3392
718426,Create a Dynamic User Registration Form from scratch,u,7213
304490,A 13 Hour SQL Server 2014 /ASP.NET/CSS/C#/jQuery Course,u,4183
15285,HTML Workshop,u,25854
477702,Python for Beginners: Python Programming Language | Tutorial,u,6153
875882,Creating Animations using HTML5 Canvas,u,4010
861122,Bootstrap 4: Exploring New Features,u,5022
309370,Bootstrap 3 -> Profitable WordPress Theme Development!,u,5547
802268,Intro to Git,u,2532
1034520,WordPress Domination #2: Leads & Scarcity,u,2362
1016536,Learn How to Manage & Customize  Web Sites By Drupal CMS,u,7741
711592,Using Modern JavaScript Today,u,1658
1065250,Up and Running with jQuery,u,3324
928858,Learn How To Build A Professional Web Site By Using Joomla,u,7184
791030,Power up HTML5 with JavaScript,u,4442
1241518,Node Package Manager Course: Build and Publish NPM Modules,u,7196
944886,WordPress Look and Feel with Themes,u,2371
758582,PHP with Laravel for beginners - Become a Master in Laravel,u,8496
1199774,JavaScript 2017: Become Top Rated Web Developer,u,1346
390866,The Complete Web Developer Bootcamp - Beginner to Expert,u,14103
1014776,Full-Stack Web Apps with Meteor and React,u,3295
929130,Angular 4: From Theory to Practice & FREE E-Book,u,4375
746014,The Complete Sass & SCSS Course: From Beginner to Advanced,u,12021
11475,Become a Certified Web Developer,u,26673
11174,Become a Web Developer from Scratch,u,69186
945978,Ultimate Angular 4 (previously Angular 2) with Bootstrap 4,u,11384
1019276,The Ultimate Beginner's Guide to Django,u,2390
1252630,React JS - Mastering Redux,u,7059
1000010,Professional Ruby on Rails Developer with Rails 5,u,3179
937586,"Ruby on Rails 5 - BDD, RSpec and Capybara",u,1870
79154,Back to School Web Development and Programming Bundle,u,18170
328476,Complete ASP NET MVC Web Development - Newbie to Ninja!,u,6073
921474,The Complete DevOps Engineer Course 2.0 - Java & Kubernetes,u,5335
82778,All about NodeJS,u,8755
907386,How To Create A Wordpress Website 2016 | NEW Divi Theme 3.0!,u,4144
877124,The Complete jQuery Course - From Beginner to Professional!,u,6420
1169378,Build a complete Fiverr clone with Node + Algolia + Paypal,u,1741
30240,The Ultimate Web Development Course,u,9881
836044,React From The Ground Up,u,3252
405818,Javascript for Beginners Learn by Doing Practical Exercises,u,5089
665042,8 Beautiful Ruby on Rails Apps in 30 Days & TDD - Immersive ,u,5962
1068590,Wordpress Website Mastery 2017,u,5181
1203894,How To Make an eCommerce Website With Wordpress 2017,u,3493
994634,Mastering ASP.NET MVC 5 From Scratch Using C#,u,417
765916,Start Web Development with GIS Map in JavaScript,u,1599
128950,Learn to Build Websites using Twitter Bootstrap,u,15134
549064,Web Development Tools the Pros Use: Code Productivity Hacks,u,2596
400280,WordPress : An Overview,u,1783
382856,Create Startup Landing Page with Viral Marketing Strategies,u,12974
958982,JavaScript : JavaScript Awesomeness,u,785
1113036,Mastering CSS 3.0 Selectors,u,4115
226534,WordPress Backup And Restore Fundamentals,u,13242
738726,Learn HTML and CSS to make a Website,u,1154
64422,1 Hour HTML,u,16212
874166,Angular 2 Crash Course with TypeScript,u,16409
1197650,Boost your website speed without any coding!,u,1337
912946,Professional Rails Code Along,u,1469
876544,ASP.NET Web API 2 Hands-On,u,2660
1205894,Create a MEAN App by Example - Full Stack Course,u,421
19332,The Original Complete Web Developer Course.,u,31070
863954,Angular 2 From The Ground Up,u,1737
789324,Complete Web Development Course + Building 5 Websites!,u,11492
1229274,WP Plugin Development - Build your own plugin!,u,5439
906700,Sass: From Beginner to Advanced,u,8059
113706,Build Flat Responsive Website from Scratch - Complete Course,u,12105
604044,Wordpress for Beginners - Build a Live Website from Scratch,u,3877
531290,"Essential JavaScript, jQuery and AngularJS Training",u,2919
436210,The Pro Ruby on Rails Starter,u,2409
617158,Unit Testing AngularJS: Build Bugfree Apps That Always Work!,u,2083
1121580,WordPress Blog : Create a WordPress Website for Beginners,u,2076
782192,Introduction to HTML5 Canvas basics of drawing,u,2918
978728,"Thoughtful Web Development Course: HTML, Vue.js, PHP, MySQL",u,842
65493,Kids Coding - Beginners CSS,u,7130
32649,PHP & MySQL - Learn The Easy Way. Master PHP & MySQL Quickly,u,5549
1225030,Learning Path: Magento: Master and Test Magento 2 with Ease,u,155
903140,The Complete hapiJS Course - Go From Beginner To Advanced!,u,1697
372518,Ruby On Rails For Web Development,u,2526
1045862,Create eye-catching WordPress website from scratch,u,2342
99826,Become A Web Developer And Seller - Build Websites With HTML,u,21730
1236746,WordPress Tips and Tricks,u,1117
1110756,HTML Tutorials : HTML Code for Website Creating,u,2401
595728,Complete HTML5 and CSS3 Course +1 Start to Finish Project,u,3887
1231872,Web Development With HTML CSS BOOTSTRAP JQUERY for Beginners,u,1156
876850,HTML5 Specialist: Comprehensive HTML5 Training,u,1385
113518,CSS and CSS3 For Absolute Beginners,u,10890
1111552,Build a Complete JQuery Plugin (Image Pop-up Dialog),u,1126
834924,How to create HTML Forms,u,3652
764042,ReactJS and Flux: Learn By Building 10 Projects,u,1723
821526,How To Make A Business Website In 1 Day With Wix FAST & EASY,u,3759
838418,PHP Date and Time Course by Edwin Diaz,u,1653
342084,Start Your Own Forum Website in 15 Minutes ,u,5387
669536,Hit the ground running with AngularJS with Dion Yang,u,4563
511378,Learn CSS Transition and Animation ,u,3757
553582,Learn JavaScript from scratch,u,4193
566920,WordPress for Beginners - Tutorial - From Novice to Know-How,u,3694
406820,RESTful API with Laravel,u,1905
636418,Learn Ruby on Rails for Absolute Beginners,u,2875
986442,JavaScript Tutorial,u,613
996320,Shopping Cart Website from Scratch Ecommerce,u,633
936182,Learn By Example: Angular JS,u,1515
905850,The Complete front end web developer Bootcamp - 14 projects,u,900
547298,WordPress LMS: E-Learning Website Made Easy,u,2382
294794,Create An HTML5 Video Player From Scratch,u,32260
615920,In Depth Web Development Made Easy,u,3249
955818,Jquery :basics for beginners,u,1274
65330,Web Development By Doing: HTML / CSS From Scratch,u,72932
173548,Build Your First Website in 1 Week with HTML5 and CSS3,u,120291
1183094,"ASP.NET Core MVC, Quick and Practical",u,387
738360,Better way towards CSS using Less and Sass,u,2227
650328,JavaScript Complete for beginners with real world Apps,u,2652
69414,Creating a Responsive HTML Email,u,2520
500628,Angular 2 Demystified,u,3150
384078,Learn HTML Fast and Easy!,u,4011
451938,How To Setup a Micro-Blog in 3 Easy Steps,u,6937
657710,Ruby on Rails for Complete Beginners,u,4839
977516,Wordpress for Non-Technical People,u,2346
997750,ASP NET CORE - ANGULAR 2 E-Commerce App,u,897
316704,Introductory JavaScript Made Easy Training Tutorial,u,9381
106178,Become a Heroku Rails Ninja: Expert Level Deployment Tools,u,7090
1062686,Complete RESPONSIVE Website Design with HTML5 & CSS3,u,2204
1082996,Pimcore Developer: Implement a Blog from a Bootstrap Theme,u,1212
629044,Inspirational Web Development - A Beginner Approach -,u,5328
476408,"Learn HTML, A practical guide from scratch to HTML 5",u,5715
1124244,JavaScript Tutorial: Learn JavaScript Code for Beginners,u,2074
217010,Website Secrets: Get a Gorgeous Website on the Cheap,u,12328
576694,Ultimate WordPress Plugin Course,u,4537
527952,PHP for Beginners: How to Build an E-Commerce Store,u,5117
745306,"Build Realtime Apps | React Js, Golang & RethinkDB",u,3854
941998,"Master Electron: Desktop Apps using HTML, JavaScript & CSS",u,1902
674608,The Complete Web Developer Masterclass: Beginner To Advanced,u,37141
1204208,Mastering Micro Services Using Java Spring Boot,u,1649
957422,How to Create A Website: An HTML Tutorial and CSS Tutorial,u,3012
511838,The Advanced Web Developer Course,u,6890
621022,Projects in MongoDB - Learn MongoDB Building Projects,u,4628
30318,Learning JavaScript Programming Tutorial. A Definitive Guide,u,17113
1270392,"The Complete JavaScript, HTML and CSS Tutorial For Beginners",u,244
991094,"Build Modern Responsive Website With HTML5, CSS3 & Bootstrap",u,1472
695656,The Complete JavaScript Course For Web Development Beginners,u,31499
1174446,Email Marketing: Send Unlimited Emails via Own Mail Server,u,3539
1267892,Getting started with JavaScript,u,1415
1149334,Learn the basics of the Web development: Coding Tactics,u,2965
1109150,RESTful API with Laravel 5.4: Definitive Guide,u,655
445534,Learn AngularJS Step By Step,u,18777
987666,Learn React : The World's Most Lucrative JavaScript Library,u,1591
1134330,Master Regular Expressions from scratch - All languages,u,1925
983534,Try AngularJS: Beginner's Guide to Front End Web Development,u,16926
563248,JavaScript Step by Step how to apply it to your web pages,u,13406
1140532,Explore JavaScript Beginners Guide to Coding JavaScript,u,5739
701636,Learn Web Scraping with Node.js,u,16731
797832,Getting Started with WordPress 2016,u,1613
41295,Learn HTML5 Programming From Scratch,u,121584
413494,Getting Started with LESS - Beginner Crash Course,u,1780
911318,Master ECMAScript 2015 (ES6),u,7438
197828,Learn to Setup Websites from Scratch,u,21087
576646,Create Fast RESTful APIs with Lumen and Homestead by Laravel,u,1157
984072,"Build Modern Websites Quick With HTML,CSS and Bootstrap",u,912
709180,Twitter Integration customize Tweets with developer API,u,2039
188692,Build a Responsive Website with a Modern Flat Design,u,16527
683606,The Ultimate WordPress Boot Camp: Build 7 Websites,u,1000
429364,Master the Basics of HTML5 & CSS3: Beginner Web Development,u,26541
1012096,Become A Full Stack Web Developer in 14 Days,u,467
1016388,Projects In ReactJS - The Complete React Learning Course,u,947
978852,Beginning Web development Learn the basics of HTML,u,9832
1148342,Step by Step Build Your Template by Bootstrap 4 from scratch,u,2184
1199780,Hosting your static website on Amazon AWS S3 service,u,2853
648118,JavaScript Rockstar How to create Incredible Useful code,u,16590
863812,Spring Core DevOps on AWS,u,1626
752432,How to Create a Website Without Coding - WordPress 2016,u,9056
